"key","en","es","fr","de","ja"
"stage_ghronto_summary","Leader of the Church of the Hypercube.","Líder de la Iglesia del Hipercubo.","Chef de l'Église de l'Hypercube.","Anführer der Kirche des Hyperwürfels.",Leader of the Church of the Hypercube.
"stage_ghronto_warning","Warning: replaying this fight will override your allegiance to be with the Rebels.","Advertencia: Reproducir esta pelea cambiará tu alineamiento al bando de los rebeldes.","Avertissement : refaire ce combat annulera votre allégeance aux rebelles.","Achtung: Wenn du diesen Kampf wiederholst, wird deine Loyalität zu den Rebellen aufgehoben.",Warning: replaying this fight will override your allegiance to be with the Rebels.
"stage_grandtour","Grand Tour","Gran tour","Grand tour","Große Tour",Grand Tour
"stage_grandtour_summary","Therus shows Sonja around Brian Industries.","Therus muestra a Sonja las instalaciones de Industrias Brian.","Thérus fait visiter Brian Industries à Sonja.","Therus führt Sonja bei Brian Industries herum.",Therus shows Sonja around Brian Industries.
"stage_heartoftheforest","Heart of the Forest","El corazón del bosque","Cœur de la forêt","Herz des Waldes",Heart of the Forest
"stage_heartoftheforest_summary","Sonja finds that alien life from the reactor has colonized a vast cavern. She encounters Nani, who will help her for a price.","Sonja descubre que la vida extraterrestre del reactor ha colonizado una gran caverna. Se encuentra con Nani, quien la ayudará a cambio de un precio.","Sonja découvre qu'une forme de vie extraterrestre du réacteur a colonisé une grande grotte. Elle rencontre Nani qui accepte de l'aider à une condition.","Sonja findet heraus, dass außerirdisches Leben aus dem Reaktor eine riesige Höhle kolonisiert hat. Sie trifft auf Nani, der ihr für einen Preis helfen will.","Sonja finds that alien life from the reactor has colonized a vast cavern. She encounters Nani, who will help her for a price."
"stage_hummingbird","Hummingbird","Colibrí","Colibri","Kolibri",Hummingbird
"stage_hummingbird_summary","An advanced and agile security robot.","Un robot de seguridad avanzado y ágil.","Un robot de sécurité sophistiqué et agile.","Ein fortschrittlicher und agiler Sicherheitsroboter.",An advanced and agile security robot.
"stage_igneosaur","Igneosaur","Igneosaurio","Ignosaure","Igneosaurier",Igneosaur
"stage_igneosaur_summary","An escaped alien, the molten igneosaur.","Un extraterrestre fugitivo, el igneosaurio fundido.","Un extraterrestre échappé, l'ignosaure en fusion.","Ein entkommener Außerirdischer, der geschmolzene Igneosaurier.","An escaped alien, the molten igneosaur."
"stage_josephjeffrey","Joseph Jeffrey","Joseph jeffrey","Joseph Jeffrey","Joseph Jeffrey",Joseph Jeffrey
"stage_josephjeffrey_summary","Planck's final line of defense.","La última línea de defensa de Planck.","La dernière ligne de défense de Planck.","Die letzte Verteidigungslinie von Planck.",Planck's final line of defense.
"stage_maurice","Maurice","Maurice","Maurice","Maurice",Maurice
"stage_maurice_summary","A malicious stone face.","Un malvado con cara de piedra.","Un visage de pierre malveillant.","Ein bösartiges Steingesicht.",A malicious stone face.
"stage_nyx","Nyx","Nyx","Nyx","Nyx",Nyx
"stage_nyx_summary","An apocalyptically large crab derails Sonja's train, plunging her into an isolated and dangerous natural cave system.","Un cangrejo de proporciones apocalípticas descarrila el tren de Sonja y la sumerge en un aislado y peligroso sistema de cuevas naturales.","Un crabe d'une énormité apocalyptique fait dérailler le train de Sonja, la faisant plonger dans un réseau de grottes naturelles isolé et dangereux.","Eine apokalyptisch große Krabbe lässt Sonjas Zug entgleisen und stürzt sie in ein abgelegenes und gefährliches natürliches Höhlensystem.","An apocalyptically large crab derails Sonja's train, plunging her into an isolated and dangerous natural cave system."
"stage_offarail","Off a Rail","Descarrilada","Déraillement","Abseits der Schiene",Off a Rail
"stage_offarail_summary","Sonja has finally reached the transit system, but Planck security is beginning to intensify.","Sonja llega finalmente al sistema de transporte, pero la seguridad de Planck comienza a intensificarse.","Sonja finit par atteindre le système de transit, mais la sécurité de Planck s'intensifie.","Sonja hat endlich das Transitsystem erreicht, aber die Planck-Sicherheit wird langsam stärker.","Sonja has finally reached the transit system, but Planck security is beginning to intensify."
"stage_pescatarian","Pescatarian","Pescetariana","Pescétarisme","Fleischfresser",Pescatarian
"stage_pescatarian_summary","After being swallowed whole by a leviathan, Sonja makes an unlikely ally or two. Together, thay attempt to find a way out.","Después de ser tragada entera por un leviatán, Sonja hace uno o dos aliados inesperados. Juntos, intentarán encontrar una salida.","Après avoir été avalée par un Léviathan, Sonja trouve un ou deux alliés improbables. Ensemble, ils tentent de trouver une sortie.","Nachdem sie von einem Leviathan verschluckt wurde, findet Sonja einen oder zwei unwahrscheinliche Verbündete. Gemeinsam versuchen sie, einen Ausweg zu finden.","After being swallowed whole by a leviathan, Sonja makes an unlikely ally or two. Together, thay attempt to find a way out."
"stage_playground","Playground","Recreo","Terrain de jeu","Spielplatz",Playground
"stage_quarantine","Quarantine","Cuarentena","Quarantaine","Quarantäne",Quarantine
"stage_quarantine_summary","A core cycle causes aliens to teleport into Brian Industries, wreaking minor havoc.","Un ciclo del núcleo hace que unos extraterrestres se teletransporten a Industrias Brian, causando pequeños estragos.","Un cycle du cœur provoque la téléportation d'extraterrestres dans Brian Industries, causant un léger chaos.","Ein Kernzyklus führt dazu, dass sich Außerirdische in Brian Industries teleportieren und dort kleinere Verwüstungen anrichten.","A core cycle causes aliens to teleport into Brian Industries, wreaking minor havoc."
"stage_realmwalker","Realmwalker","Trotarreinos","Passe-royaume","Reichswandler",Realmwalker
"stage_realmwalker_summary","Sonja activates the Vortex Propagator, but finds herself even more lost than before.","Sonja activa el propagador de vórtices, pero se encuentra aún más perdida que antes.","Sonja active le propagateur de vortex, mais se retrouve encore plus perdue qu'avant.","Sonja aktiviert den Vortex-Propagator, aber sie ist noch verlorener als zuvor.","Sonja activates the Vortex Propagator, but finds herself even more lost than before."
"stage_rebirth","Rebirth","Renacimiento","Renaissance","Wiedergeburt",Rebirth
"stage_rebirth_summary","Sonja awakens in a secret headquarters after narrowly surviving a fall deep into the Quantum Reactor.","Sonja se despierta en un cuartel general secreto después de sobrevivir por poco a una caída en las profundidades del reactor cuántico.","Sonja se réveille dans un quartier général secret après avoir réchappé de justesse à une longue chute dans le réacteur quantique.","Sonja erwacht in einem geheimen Hauptquartier, nachdem sie einen Sturz in den Quantenreaktor nur knapp überlebt hat.",Sonja awakens in a secret headquarters after narrowly surviving a fall deep into the Quantum Reactor.
"stage_reunion","A Friendly Reunion","Un encuentro amistoso","Une réunion entre amis","Ein freundschaftliches Wiedersehen",A Friendly Reunion
"stage_reunion_summary","Finally across Great Sea, Sonja traverses a hot spring and meets up with some old friends.","Una vez al otro lado del Gran Mar, Sonja atraviesa una manantial de aguas termales y se encuentra con algunos viejos amigos.","Finalement, dans la Grande Mer, Sonja traverse une source chaude et retrouve de vieux amis.","Schließlich überquert Sonja das Große Meer, durchquert eine heiße Quelle und trifft ein paar alte Freunde.","Finally across Great Sea, Sonja traverses a hot spring and meets up with some old friends."
"stage_saplord","Saplord","Señora de la savia","Sèveur","Saftlord",Saplord
"stage_saplord_summary","The avatar of the Hearttree.","El avatar del árbol corazón.","L'avatar de l'arboricœur.","Der Avatar des Herzbaums.",The avatar of the Hearttree.
"stage_seer","The Seer","La Vidente","La Voyante","Die Seherin",The Seer
"stage_seer_summary","A corrupted worker bot possessing a statue.","Un robot trabajador corrupto que posee una estatua.","Un robot ouvrier corrompu qui possède une statue.","Ein korrumpierter Arbeiter-Bot, der eine Statue besitzt.",A corrupted worker bot possessing a statue.
"stage_sintho","General Sintho","General Sintho","Général Sintho","General Sintho",General Sintho
"stage_sintho_summary","Leader of the Automata Collective.","Líder del Colectivo de Autómatas.","Chef du Collectif des automates.","Anführer des Automata-Kollektivs.",Leader of the Automata Collective.
"stage_sintho_warning","Warning: replaying this fight will override your allegiance to be with the Church.","Advertencia: reproducir esta pelea cambiará tu alineamiento al bando de la Iglesia.","Avertissement : refaire ce combat annulera votre allégeance à l'Église.","Warnung: Wenn du diesen Kampf wiederholst, wird deine Loyalität gegenüber der Kirche aufgehoben.",Warning: replaying this fight will override your allegiance to be with the Church.
"stage_thediplomat","The Diplomat","La diplomática","La diplomate","Der Diplomat",The Diplomat
"stage_thediplomat_summary","A city of defected security robots is locked in a violent civil war, and Sonja must help them resolve it if she has any hope of continuing her journey.","Una ciudad de robots de seguridad desertores está envuelta en una violenta guerra civil, y Sonja debe ayudar a sus habitantes a ponerle fin si quiere tener alguna esperanza de continuar su viaje.","Une ville de robots de sécurité rebelles est enclavée dans une guerre civile violente et Sonja doit les aider à résoudre la situation si elle espère continuer son voyage.","Eine Stadt mit abtrünnigen Sicherheitsrobotern ist in einen gewalttätigen Bürgerkrieg verwickelt, und Sonja muss ihnen helfen, ihn zu lösen, wenn sie eine Hoffnung hat, ihre Reise fortzusetzen.","A city of defected security robots is locked in a violent civil war, and Sonja must help them resolve it if she has any hope of continuing her journey."
"stage_thegreatsea","The Great Sea","El Gran Mar","La Grande Mer","Das Große Meer",The Great Sea
"stage_thegreatsea_summary","Sonja crosses a vast subterranean ocean on a small rusty catamaran. Surely nothing will go wrong.","Sonja cruza un vasto océano subterráneo en un pequeño catamarán oxidado. Seguro que no pasa nada malo.","Sonja traverse un grand océan souterrain sur un petit catamaran rouillé. Absolument rien ne peut mal tourner.","Sonja überquert einen riesigen unterirdischen Ozean auf einem kleinen, rostigen Katamaran. Sicherlich wird nichts schiefgehen.",Sonja crosses a vast subterranean ocean on a small rusty catamaran. Surely nothing will go wrong.
"stage_thevertigoinitiative","The Vertigo Initiative","La Iniciativa Vértigo","L'Initiative Vertigo","Die Vertigo-Initiative",The Vertigo Initiative
"stage_thevertigoinitiative_summary","On Brian's command, Sonja enters a secret laboratory near the reactor core.","Por orden de Brian, Sonja entra en un laboratorio secreto cerca del núcleo del reactor.","Sur ordre de Brian, Sonja entre dans un laboratoire secret près du cœur du réacteur.","Auf Brians Befehl hin betritt Sonja ein geheimes Labor in der Nähe des Reaktorkerns.","On Brian's command, Sonja enters a secret laboratory near the reactor core."
"stage_vladimir","Vladimir","Vladimir","Vladimir","Vladimir",Vladimir
"stage_vladimir_summary","A tamed bonehead monarch, pet of the Automata Collective.","Un monarca cabezahueso domesticado, mascota del Colectivo de Autómatas.","Un monarque tête-dure domestiqué, compagnon du Collectif des automates.","Ein gezähmter Knochenkopf-Monarch, Haustier des Automata-Kollektivs.","A tamed bonehead monarch, pet of the Automata Collective."
"stage_vladimir_warning","Warning: replaying this fight will override your allegiance to be with the Rebels.","Advertencia: Reproducir esta pelea cambiará tu alineamiento al bando de los rebeldes.","Avertissement : refaire ce combat annulera votre allégeance aux rebelles.","Achtung: Wenn du diesen Kampf wiederholst, wird deine Loyalität zu den Rebellen aufgehoben.",Warning: replaying this fight will override your allegiance to be with the Rebels.
"t_daysAgo","{0} Days Ago","Hace {0} días","il y a {0} jours","vor {0} Tagen",{0}日前
"t_hoursAgo","{0} Hours Ago","Hace {0} horas","il y a {0} heures","vor {0} Stunden",{0}時間前
"t_minutesAgo","{0} Minutes Ago","Hace {0} minutos","il y a {0} minutes","vor {0} Minuten",{0}分前
"t_secondsAgo","{0} Seconds Ago","Hace {0} segundos","il y a {0} secondes","vor {0} Sekunden",{0}秒前
"title_4monthsago","8 Months ago","Hace 8 meses","Il y a 8 mois","vor 8 Monaten",8ヶ月前
"title_zach","a game by
Zach Tsiakalis-Brown","Un juego de
 Zach Tsiakalis-Brown","un jeu de
Zach Tsiakalis-Brown","ein Spiel von
 Zach Tsiakalis-Brown","a game by
Zach Tsiakalis-Brown"
"title_zulubo","Zulubo Productions
presents","Zulubo Productions
 presenta","Zulubo Productions
présente","Zulubo Productions
 präsentiert","Zulubo Productions
presents"
"tooltip_ammobackpack","Lets you grab ammo from over your shoulder","Te permite coger munición por encima del hombro","Permet de prendre des munitions par-dessus votre épaule.","Ermöglicht das Greifen von Munition über die Schulter",肩越しに弾薬をつかむ
"tooltip_ammoheight","Change height of ammo belt","Cambia la altura del cinturón de munición","Change la hauteur de la ceinture de munitions.","Höhe des Munitionsgürtels ändern",弾薬ベルトの高さを変更
