key,en,es,fr,de
officer13_bonvoyage_04_troops_caption_00,昨日、お友達と一緒になって殺した数十体のセキュリティ部隊にも同じことを言ってやれよ。,"Díselo a las decenas de soldados de seguridad que tú y tu amiga destrozasteis ayer.","Dites ça aux douzaines de troupes de sécurité que ton amie et toi avez tuées hier.","Sag das den Dutzenden von Sicherheitskräften, die du und dein Freund gestern getötet haben."
Brian_BonVoyage_14_defending_caption_00,あぁ、それは、殺すか殺されるかだったんだ。,"Ah, bueno, verás, eran ellos o nosotros.","Ah, oui, mais c'était eux ou nous.","Tja, es hieß also: wir oder sie."
Brian_BonVoyage_14_defending_caption_01,あれは正当防衛だった。,"Solo nos estábamos defendiendo.","On ne faisait que se défendre.","Wir haben uns nur verteidigt."
officer13_bonvoyage_05_threat_caption_00,お前はプランクの施設に侵入した。いいか、ブライアン。俺たちはお前の戯言に長年付き合わされてきた。,"Estabais invadiendo la propiedad de Planck. Escucha Brian, hemos aguantado tus tonterías durante años.","Vous étiez illégalement sur une propriété de Planck. Brian, on supporte tes conneries depuis des années.","Du bist unbefugt auf Plancks Grundstück eingedrungen. Hör zu, Brian, wir lassen uns deinen Scheiß schon seit Jahren gefallen."
officer13_bonvoyage_05_threat_caption_01,だが、お前は犯罪者で、逃亡犯だ。昨日みたいな大がかりな襲撃を見逃すことはできん。,"Pero eres un criminal y un fugitivo, y no puedo ignorar un asalto de la magnitud del de ayer.","Mais tu es un criminel et un fugitif et je ne peux pas laisser passer un assaut de l'ampleur d'hier.","Aber du bist ein Krimineller und ein Flüchtling, und ich kann einen Angriff von diesem Ausmaß nicht einfach ignorieren."
officer13_bonvoyage_05_threat_caption_02,今後、お前をリアクターの平和を公然と乱す存在とみなす。,"Eres oficialmente una amenaza para la seguridad del reactor y te trataré como tal de ahora en adelante.","Tu es officiellement une menace pour la sécurité du réacteur et je te traiterai dorénavant comme tel.","Du bist offiziell eine Bedrohung für die Sicherheit des Reaktors, und ich werde dich von jetzt an als solche behandeln."
Brian_BonVoyage_15_embarassing_caption_00,おっと、これは気まずいな。,"Oh, qué vergüenza.","Oh, c'est gênant.","Oh, das ist peinlich."
officer13_bonvoyage_06_containment_caption_00,そうだな。悪いとは思うよ。,"Lo sé. Casi siento hasta pena.","Je sais. Je me sens presque mal.","Ich weiß. Ich fühle mich fast schlecht."
officer13_bonvoyage_06_containment_caption_01,さっさと済ませよう。収容部隊、この生命体を輸送車に乗せろ。,"Acabemos con esto cuanto antes. Escuadrón de contención, llevad las formas de vida al transporte.","On va faire vite. Escouade de confinement, apportez les formes de vie au transport.","Machen wir’s kurz. Eingrenzungstrupp, bringt die Lebensformen zum Transport."
Brian_BonVoyage_18_saved_caption_00,"あぁ！ 助かったぞ！","¡Ja! ¡Estamos salvados!","Ha ! Sauvés !","Hah! Gerettet!"
Brian_BonVoyage_18_1_justintime_caption_00,"セラス！ ナイスタイミングだ！","¡Therus! ¡Llegas justo a tiempo!","Thérus ! Tu arrives à point nommé !","Therus! Du kommst gerade rechtzeitig!"
Therus_BonVoyage_10_dramatic_caption_00,実はずっとそこで待ってたんだ。,"Oh, he estado esperando detrás de la puerta todo el rato.","Oh, j'étais devant la porte depuis le début.","Oh, ich stand die ganze Zeit vor der Tür."
Therus_BonVoyage_10_dramatic_caption_01,こういうのはドラマティックにいかないとな。,"Solo quería darle dramatismo.","Je voulais juste faire une entrée théâtrale.","Ich wollte einfach nur dramatisch sein."
Brian_BonVoyage_19_follow_caption_00,それは大成功だったな。,"Bueno, lo has conseguido.","C'est réussi.","Das ist dir gelungen."
Brian_BonVoyage_19_follow_caption_01,さぁ、時間はないぞ！,"¡Venga, no tenemos tiempo que perder!","Allez, on n'a pas de temps à perdre !","Jetzt haben wir keine Zeit zu verlieren!"
Brian_BonVoyage_19_follow_caption_02,これから君を送り出す。セラスが数分間はセキュリティの注意を逸してくれるだろう。,"Pongámonos en camino. Therus puede mantener a la seguridad a raya durante unos minutos.","Tu dois y aller, Thérus peut retenir la sécurité quelques minutes.","Lass uns dich auf den Weg bringen. Therus kann die Sicherheitskräfte für ein paar Minuten abwehren."
Brian_BonVoyage_19_follow_caption_03,ついてきなさい。リサイクルセンターに通じる秘密のトンネルがあって、そこから外に出られる。,"Sígueme, conozco un túnel secreto que conduce al centro de reciclaje que nos permitirá dar esquinazo a los amigos que nos esperan fuera.","Suis-moi, j'ai un tunnel secret qui mène au centre de recyclage, en évitant nos amis à l'extérieur.","Folge mir, ich habe einen geheimen Tunnel, der zum Recyclingzentrum führt und uns um unsere Freunde herum nach draußen bringt."
officer13_bonvoyage_07_surrounded_caption_00,"ブライアン、どこへ行くつもりだ？ 建物は既に包囲しているんだぞ。","Brian, ¿adónde crees que vas? Tu edificio está rodeado.","Brian, où crois-tu aller ? Ton bâtiment est cerné.","Brian, was glaubst du, wo du hingehst? Wir haben dein Gebäude umstellt."
Brian_BonVoyage_20_prompt_caption_00,来い！,¡Vamos!,Viens !,"Komm schon!"
Brian_BonVoyage_21_prompt2_caption_00,こっちだ、あまり時間がない。,"Vamos, no hay tiempo que perder.","Viens, on n'a pas de temps à perdre.","Komm schon, wir dürfen keine Zeit verlieren."
Brian_BonVoyage_22_prompt3_caption_00,急げ！,"¡Date prisa!",Dépêche-toi !,"Beeil dich!"
Brian_BonVoyage_23_prompt4_caption_00,行くぞ、早くここから脱出しなければ。,"Rápido, tenemos que sacarte de aquí.","Vite, on doit te faire sortir d'ici.","Beeil dich, wir müssen dich hier rausholen."
officer13_bonvoyage_08_terran_caption_00,"おぉ、ブライアン！ 今度ばかりは逃さないぞ。","¡Vamos, Brian! Esta vez no podrás huir.","Oh, Brian ! Tu ne peux pas t'enfuir cette fois-ci.","Oh, Brian! Diesmal kannst du nicht weglaufen."
officer13_bonvoyage_08_terran_caption_01,お前をエグゾバイオロジーに連れて行くのはやめて、やっぱりテラン・ユニオンでも引き渡してやろうか。,"Tal vez no llevemos a exobiología después de todo. Quizás te entreguemos a la Unión Terrana.","Finalement, on ne va peut-être pas t'emmener au département d'exobiologie, mais à l'Union terrienne.","Vielleicht werden wir dich doch nicht zur Exobiologie bringen. Vielleicht liefern wir dich an die Terranische Union aus."
officer13_bonvoyage_08_terran_caption_02,お前がリアクターに隠れて生き延びていたと知ったら、連中はどんな顔をするだろうな？,"¿Cómo crees que se sentirían si supieran que estás vivo y te has estado escondiendo en el reactor?","Tu crois qu'ils seraient contents d'apprendre que tu es vivant et que tu te caches dans le réacteur ?","Was glaubst du, wie sie sich fühlen würden, wenn sie erfahren würden, dass du am Leben bist und dich im Reaktor versteckt hast?"
Brian_BonVoyage_24_prison_caption_00,私を怖がらせようとしているだけだ。まぁ、なんだ、効果はゼロではないが。,"Solo intenta asustarme. Y la verdad, eh... Está funcionando.","Il veut juste me faire peur. Et, euh, ça marche.","Er versucht nur, mir Angst zu machen. Nicht, dass es nicht funktionieren würde."
Brian_BonVoyage_24_prison_caption_01,再び牢獄に入るつもりはない。前回は、プランクのために働くことを条件に救出してもらったんだ。,"No quiero acabar de nuevo en prisión. Planck me sacó la última vez con la condición de que trabajara para ellos.","Je ne veux pas retourner en prison. Planck m'a libéré la dernière fois à condition que je travaille pour eux.","Ich will nicht wieder im Gefängnis landen. Planck hat mich beim letzten Mal unter der Bedingung rausgeholt, dass ich für sie arbeite."
Brian_BonVoyage_24_prison_caption_02,今回はそんな情けをかけてはもらえないだろう。,"No creo que sean tan generosos esta vez.","Je ne crois pas qu'ils me feraient la même offre cette fois-ci.","Ich glaube nicht, dass sie dieses Mal so großzügig sein werden."
Brian_BonVoyage_25_security_caption_00,心配いらない、私のセキュリティなら少しは持ちこたえられる。,"No te preocupes, mi seguridad podrá detenerlos unos minutos.","Ne t'inquiète pas, ma sécurité pourra les retenir quelque temps.","Keine Sorge, mein Sicherheitsdienst wird sie eine Weile aufhalten können."
Brian_BonVoyage_25_security_caption_01,手助けは無用だ、行こう。君をここから脱出させるのが優先だ。,"No intentes ayudar, sigue andando. Tenemos que sacarte de aquí.","N'essaie pas d'aider, continue juste d'avancer. On doit te sortir d'ici.","Versuch nicht zu helfen. Geh weiter. Wir müssen dich von hier wegbringen."
Brian_BonVoyage_26_goodbye_caption_00,ここだ。この秘密の通路を抜ければ、リサイクルセンターの中に出られる。,"Aquí está. Este pasaje secreto conduce directamente al corazón del centro de reciclaje.","Le voilà. Ce passage secret te mène directement au milieu du centre de recyclage.","Das ist es. Dieser Geheimgang führt direkt in die Mitte des Recyclingzentrums."
Brian_BonVoyage_26_goodbye_caption_01,その先はトランジットシステムを使って下に降りていけば、最終的にコアへ辿り着ける。,"Desde allí, puedes seguir bajando utilizando el sistema de transporte y, finalmente, llegar al núcleo.","De là, tu peux continuer à utiliser le système de transit et tu finiras par arriver au cœur.","Von dort aus kannst du mit dem Transitsystem weiter nach unten fahren und schließlich den Kern erreichen."
Brian_BonVoyage_26_goodbye_caption_02,別の場所から君を案内できるようにする、が─,"Intentaré ayudarte guiándote desde lejos, pero...","J'essaierai de te guider à distance, mais–","Ich werde versuchen, dir aus der Ferne zu helfen, aber ..."
Brian_BonVoyage_26_goodbye_caption_03,ご覧の通り、私もトラブルに巻き込まれているんだ。,"Pero, obviamente, tengo algunos problemas personales que atender.","Mais de toute évidence, j'ai des problèmes à régler.","Aber ich habe natürlich auch meine eigenen Probleme."
Brian_BonVoyage_26_goodbye_caption_04,いざという時に私の手助けを頼りにしてはいけないぞ。,"No puedes esperar que venga a salvarte en el último momento.","Ne compte pas sur moi pour te sauver au dernier moment.","Du kannst dich nicht darauf verlassen, dass ich dich im letzten Moment rette."
Brian_BonVoyage_26_goodbye_caption_05,クォンタムリアクターは地球上で最も危険な場所だ。十分に覚悟して行きたまえ。,"Un reactor cuántico es uno de los lugares más hostiles del planeta, así que prepárate. Para lo que sea.","Un réacteur quantique est l'un des endroits les plus activement hostiles sur Terre. Prépare-toi. À tout.","Ein Quantenreaktor ist einer der aktivsten feindlichen Orte auf der Erde, also sei auf alles vorbereitet. Auf alles."
Brian_BonVoyage_26_goodbye_caption_06,それではな、グッドラック。,"Adiós y buena suerte.","Au revoir et bonne chance.","Tschüss und viel Glück."
Brian_Datamast_01_HopIn_caption_00,よーし、よしよし。死なずに辿り着いたな。,"Vaya, vaya, vaya... Mira quién sigue vivito y coleando.","Regardez donc qui n'est pas morte.","Hey, hey, hey. Sieh mal an, wer nicht gestorben ist."
Brian_Datamast_01_HopIn_caption_01,そら、回線を復旧しにいくんだ。乗れ！,"¡Vamos, necesito recuperar mi conexión a Internet! ¡Súbete!","Continuons, je dois récupérer mon internet ! Monte !","Los, ich brauche mein Internet zurück! Spring rein!"
Brian_Datamast_02_Liftoff_caption_00,"行くぞ！ 3、2、1、発進！","¡Muy bien! 3, 2, 1, ¡despegue!","Bien ! 3, 2, 1, décollage !","Alles klar! 3, 2, 1, Start!"
Brian_Datamast_00_internet_caption_00,この洞窟はインターネットを地上から下層まで引っ張ってきているんだ。,"Esta caverna canaliza Internet desde la superficie hasta las plantas inferiores.","Cette caverne achemine internet de la surface jusqu'aux étages inférieurs.","Diese Kaverne leitet das Internet von der Oberfläche bis hierher in die unteren Etagen."
Brian_Datamast_00_internet_caption_01,リアクターの外れにあるから、奴らに見つかる心配も少ない。,"Se encuentra en las afueras del reactor, por lo que no hay mucha actividad.","Mais elle est à la périphérie du réacteur, il n'y a pas beaucoup de ton activité habituelle,","Es liegt allerdings am Rande des Reaktors und ist nicht so aktiv wie sonst,"
